number,yearly_avg,monthly_avg,weekly_avg,daily_avg,hourly_avg
42384,14.0,14.0,14.0,14.0,7.0
04901,4.0,4.0,4.0,4.0,4.0
60330,27.0,27.0,27.0,13.5,13.5
03569,3.0,3.0,3.0,3.0,1.5
40675,38.0,38.0,12.666666666666666,4.222222222222222,2.235294117647059
35476,1.0,1.0,1.0,1.0,1.0
96151,6.0,6.0,6.0,2.0,2.0
92279,26.0,26.0,26.0,5.2,2.1666666666666665
22251,50.0,50.0,50.0,12.5,5.555555555555555
53471,6.0,3.0,1.2,1.2,1.2
94327,1.0,1.0,1.0,1.0,1.0
65208,3.0,1.5,1.0,1.0,1.0
28167,1.0,1.0,1.0,1.0,1.0
40157,22.0,11.0,4.4,3.142857142857143,1.8333333333333333
98836,83.0,83.0,83.0,16.6,3.32
28557,58.0,58.0,58.0,58.0,29.0
70438,2.0,2.0,2.0,2.0,2.0
22340,95.0,95.0,95.0,19.0,6.333333333333333
66014,3.0,3.0,3.0,3.0,3.0
16419,4.0,4.0,2.0,1.3333333333333333,1.0
98149,1.0,1.0,1.0,1.0,1.0
79197,5.0,5.0,5.0,1.25,1.25
45655,3.0,1.5,1.5,1.5,1.5
99746,17.0,17.0,4.25,1.2142857142857142,1.1333333333333333
68784,4.0,4.0,1.3333333333333333,1.3333333333333333,1.3333333333333333
20702,4.0,4.0,2.0,1.3333333333333333,1.0
81311,4.0,4.0,4.0,2.0,1.3333333333333333
81776,5.0,5.0,2.5,1.6666666666666667,1.25
19909,10.0,10.0,10.0,5.0,2.0
45751,1.0,1.0,1.0,1.0,1.0
18013,11.0,11.0,11.0,5.5,3.6666666666666665
58771,15.0,15.0,15.0,7.5,7.5
30773,1.0,1.0,1.0,1.0,1.0
22716,5.0,5.0,5.0,2.5,2.5
81166,12.0,12.0,12.0,3.0,3.0
15977,3.0,3.0,3.0,3.0,1.5
20965,2.0,2.0,2.0,2.0,2.0
74650,12.0,12.0,12.0,3.0,1.7142857142857142
33653,11.0,11.0,11.0,2.75,2.75
69647,26.0,26.0,5.2,1.8571428571428572,1.3
33918,4.0,2.0,2.0,2.0,1.3333333333333333
88526,4.0,4.0,4.0,4.0,4.0
12841,1.0,1.0,1.0,1.0,1.0
15010,6.0,6.0,2.0,1.5,1.5
11116,11.0,11.0,11.0,11.0,5.5
50775,1.0,1.0,1.0,1.0,1.0
06488,1.0,1.0,1.0,1.0,1.0
50931,15.0,15.0,15.0,3.75,2.142857142857143
49231,1.0,1.0,1.0,1.0,1.0
17743,6.0,6.0,2.0,2.0,1.5
40101,1.0,1.0,1.0,1.0,1.0
85043,1.0,1.0,1.0,1.0,1.0
94286,1.0,1.0,1.0,1.0,1.0
00344,20.0,10.0,5.0,2.2222222222222223,1.1111111111111112
48055,14.0,14.0,14.0,7.0,4.666666666666667
96926,2.0,2.0,2.0,1.0,1.0
87621,1.0,1.0,1.0,1.0,1.0
57166,2.0,2.0,2.0,2.0,2.0
58013,10.0,10.0,10.0,10.0,10.0
17823,3.0,3.0,3.0,1.5,1.0
44330,8.0,8.0,8.0,2.6666666666666665,1.6
73110,1.0,1.0,1.0,1.0,1.0
96274,11.0,11.0,11.0,11.0,5.5
43710,4.0,4.0,4.0,2.0,2.0
31686,9.0,3.0,3.0,3.0,2.25
87244,3.0,3.0,3.0,3.0,3.0
40018,8.0,8.0,2.0,1.3333333333333333,1.3333333333333333
71961,17.0,8.5,3.4,1.8888888888888888,1.7
24483,1.0,1.0,1.0,1.0,1.0
77527,1.0,1.0,1.0,1.0,1.0
48071,2.0,1.0,1.0,1.0,1.0
42664,5.0,5.0,1.6666666666666667,1.6666666666666667,1.6666666666666667
50340,10.0,10.0,3.3333333333333335,2.5,1.6666666666666667
39814,3.0,3.0,1.0,1.0,1.0
88498,27.0,27.0,27.0,9.0,5.4
73915,4.0,4.0,1.3333333333333333,1.0,1.0
89622,2.0,2.0,2.0,2.0,2.0
22294,172.0,57.333333333333336,24.571428571428573,8.19047619047619,6.88
76910,1.0,1.0,1.0,1.0,1.0
12266,8.0,8.0,8.0,8.0,8.0
31024,4.0,4.0,4.0,2.0,1.3333333333333333
74176,1.0,1.0,1.0,1.0,1.0
89749,1.0,1.0,1.0,1.0,1.0
33555,8.0,8.0,8.0,4.0,4.0
61170,2.0,2.0,2.0,1.0,1.0
27928,26.0,13.0,6.5,3.25,2.6
90513,19.0,19.0,9.5,4.75,3.1666666666666665
13043,5.0,5.0,1.6666666666666667,1.25,1.25
23784,12.0,12.0,12.0,4.0,3.0
02634,1.0,1.0,1.0,1.0,1.0
41107,19.0,19.0,19.0,4.75,3.8
72324,2.0,2.0,2.0,1.0,1.0
95055,1.0,1.0,1.0,1.0,1.0
36250,1.0,1.0,1.0,1.0,1.0
22368,16.0,8.0,4.0,2.6666666666666665,2.0
57866,18.0,18.0,3.6,2.25,1.6363636363636365
68626,9.0,4.5,1.8,1.5,1.2857142857142858
97838,1.0,1.0,1.0,1.0,1.0
22725,29.0,29.0,29.0,5.8,3.625
43961,6.0,6.0,6.0,3.0,3.0
93176,19.0,19.0,3.8,2.7142857142857144,2.375
68819,2.0,2.0,2.0,1.0,1.0
16691,7.0,7.0,7.0,3.5,1.75
15693,2.0,2.0,2.0,2.0,2.0
99444,14.0,14.0,14.0,4.666666666666667,2.8
79797,165.0,165.0,165.0,27.5,8.68421052631579
01512,5.0,5.0,5.0,1.6666666666666667,1.25
96802,1.0,1.0,1.0,1.0,1.0
34605,1.0,1.0,1.0,1.0,1.0
12730,2.0,2.0,2.0,2.0,2.0
62143,2.0,2.0,2.0,1.0,1.0
36528,2.0,2.0,2.0,1.0,1.0
41980,3.0,3.0,3.0,1.0,1.0
06184,1.0,1.0,1.0,1.0,1.0
02800,17.0,17.0,17.0,4.25,2.8333333333333335
03224,46.0,46.0,11.5,5.111111111111111,4.6
15823,3.0,3.0,3.0,3.0,3.0
89656,1.0,1.0,1.0,1.0,1.0
79020,4.0,4.0,4.0,4.0,4.0
91012,4.0,2.0,2.0,1.3333333333333333,1.0
39462,4.0,1.3333333333333333,1.0,1.0,1.0
66758,2.0,2.0,2.0,2.0,2.0
24532,46.0,23.0,7.666666666666667,3.8333333333333335,2.875
78137,7.0,3.5,1.75,1.0,1.0
48815,10.0,5.0,3.3333333333333335,2.5,1.6666666666666667
87272,15.0,15.0,7.5,7.5,5.0
98888,10.0,10.0,3.3333333333333335,2.0,1.6666666666666667
93126,80.0,26.666666666666668,13.333333333333334,3.6363636363636362,2.6666666666666665
74278,3.0,1.0,1.0,1.0,1.0
96823,1.0,1.0,1.0,1.0,1.0
62326,1.0,1.0,1.0,1.0,1.0
83632,60.0,60.0,60.0,15.0,7.5
52003,21.0,10.5,5.25,2.3333333333333335,1.9090909090909092
64599,22.0,22.0,22.0,11.0,3.6666666666666665
42833,6.0,6.0,6.0,3.0,2.0
11102,5.0,5.0,1.25,1.25,1.0
11274,3.0,3.0,3.0,3.0,1.5
70462,1.0,1.0,1.0,1.0,1.0
27776,24.0,24.0,24.0,4.8,2.6666666666666665
44970,8.0,4.0,1.6,1.1428571428571428,1.1428571428571428
32864,1.0,1.0,1.0,1.0,1.0
16042,3.0,3.0,3.0,1.5,1.0
52677,2.0,2.0,2.0,2.0,2.0
05615,15.0,15.0,7.5,2.5,1.875
25193,2.0,2.0,1.0,1.0,1.0
00126,1.0,1.0,1.0,1.0,1.0
74564,1.0,1.0,1.0,1.0,1.0
69153,1.0,1.0,1.0,1.0,1.0
33313,3.0,3.0,3.0,3.0,1.5
35171,111.0,55.5,22.2,6.166666666666667,3.3636363636363638
66159,2.0,1.0,1.0,1.0,1.0
94668,5.0,2.5,1.6666666666666667,1.25,1.25
70636,2.0,2.0,1.0,1.0,1.0
20797,5.0,5.0,5.0,2.5,2.5
40288,26.0,26.0,6.5,3.25,2.888888888888889
94403,6.0,6.0,6.0,6.0,3.0
06373,3.0,3.0,3.0,3.0,1.5
23609,4.0,2.0,2.0,1.3333333333333333,1.0
40558,2.0,2.0,1.0,1.0,1.0
98736,2.0,2.0,1.0,1.0,1.0
78871,2.0,2.0,2.0,2.0,2.0
05374,4.0,4.0,2.0,2.0,2.0
82970,1.0,1.0,1.0,1.0,1.0
74348,1.0,1.0,1.0,1.0,1.0
76964,4.0,4.0,2.0,2.0,2.0
90380,12.0,6.0,4.0,3.0,2.4
48901,17.0,17.0,17.0,3.4,2.4285714285714284
71520,4.0,4.0,1.0,1.0,1.0
61038,4.0,4.0,4.0,1.3333333333333333,1.3333333333333333
49008,17.0,17.0,17.0,3.4,1.8888888888888888
26915,8.0,8.0,8.0,8.0,4.0
99428,13.0,4.333333333333333,3.25,2.6,1.8571428571428572
72879,1.0,1.0,1.0,1.0,1.0
69097,2.0,2.0,1.0,1.0,1.0
72174,1.0,1.0,1.0,1.0,1.0
23302,7.0,7.0,7.0,3.5,3.5
74499,15.0,15.0,15.0,7.5,3.75
41671,11.0,5.5,3.6666666666666665,1.5714285714285714,1.375
66672,24.0,24.0,8.0,4.0,2.4
51687,8.0,4.0,4.0,4.0,2.6666666666666665
80154,5.0,5.0,2.5,2.5,2.5
45172,10.0,10.0,5.0,5.0,2.5
66600,9.0,9.0,9.0,4.5,1.8
57601,18.0,18.0,9.0,9.0,9.0
66432,156.0,156.0,156.0,39.0,17.333333333333332
84737,3.0,3.0,3.0,1.5,1.5
99554,51.0,17.0,7.285714285714286,2.3181818181818183,1.5
01544,43.0,43.0,43.0,14.333333333333334,7.166666666666667
36662,4.0,4.0,4.0,4.0,1.3333333333333333
20498,14.0,14.0,14.0,4.666666666666667,2.8
09420,22.0,22.0,5.5,2.4444444444444446,1.6923076923076923
54993,4.0,4.0,2.0,2.0,1.0
50769,24.0,12.0,6.0,2.4,2.0
29682,3.0,1.5,1.5,1.5,1.0
84774,7.0,7.0,3.5,3.5,2.3333333333333335
65196,10.0,5.0,2.5,2.0,2.0
95870,34.0,17.0,8.5,4.25,2.8333333333333335
46590,39.0,19.5,6.5,3.25,2.4375
58344,23.0,23.0,23.0,7.666666666666667,5.75
95434,2.0,2.0,2.0,1.0,1.0
17605,2.0,2.0,2.0,2.0,2.0
07542,21.0,10.5,4.2,1.9090909090909092,1.2352941176470589
92453,1.0,1.0,1.0,1.0,1.0
00665,85.0,85.0,85.0,28.333333333333332,12.142857142857142
73514,3.0,3.0,1.5,1.5,1.5
72350,1.0,1.0,1.0,1.0,1.0
55205,22.0,11.0,4.4,3.142857142857143,3.142857142857143
59802,39.0,13.0,5.571428571428571,5.571428571428571,2.1666666666666665
06124,1.0,1.0,1.0,1.0,1.0
52271,11.0,11.0,11.0,2.75,2.2
14906,2.0,2.0,2.0,2.0,2.0
18990,2.0,2.0,2.0,2.0,2.0
24518,3.0,3.0,3.0,1.0,1.0
55599,10.0,10.0,10.0,3.3333333333333335,1.6666666666666667
52997,8.0,4.0,4.0,4.0,2.0
13652,1.0,1.0,1.0,1.0,1.0
63178,1.0,1.0,1.0,1.0,1.0
80429,5.0,5.0,2.5,1.0,1.0
08505,2.0,2.0,2.0,2.0,2.0
53538,1.0,1.0,1.0,1.0,1.0
19407,6.0,6.0,6.0,2.0,1.5
99358,11.0,11.0,11.0,3.6666666666666665,2.75
36081,28.0,28.0,28.0,7.0,3.111111111111111
59348,12.0,12.0,12.0,12.0,6.0
67904,6.0,6.0,6.0,3.0,1.2
82731,3.0,3.0,1.5,1.5,1.5
00648,24.0,24.0,24.0,6.0,6.0
29289,2.0,1.0,1.0,1.0,1.0
12313,1.0,1.0,1.0,1.0,1.0
31698,11.0,11.0,11.0,11.0,11.0
39894,1.0,1.0,1.0,1.0,1.0
63214,17.0,17.0,5.666666666666667,3.4,1.8888888888888888
87827,4.0,4.0,4.0,2.0,1.3333333333333333
06934,7.0,7.0,7.0,3.5,2.3333333333333335
01940,2.0,2.0,2.0,2.0,2.0
74157,26.0,26.0,26.0,8.666666666666666,6.5
00789,37.0,37.0,37.0,7.4,6.166666666666667
38256,83.0,83.0,83.0,20.75,11.857142857142858
54045,2.0,2.0,1.0,1.0,1.0
36912,3.0,3.0,1.5,1.5,1.0
51621,18.0,18.0,18.0,3.6,2.5714285714285716
54177,8.0,8.0,8.0,8.0,8.0
73329,4.0,2.0,2.0,2.0,2.0
22756,1.0,1.0,1.0,1.0,1.0
11169,4.0,2.0,2.0,2.0,2.0
76146,25.0,25.0,25.0,6.25,3.5714285714285716
14725,11.0,11.0,5.5,3.6666666666666665,1.8333333333333333
99789,4.0,4.0,4.0,4.0,4.0
88435,3.0,1.5,1.5,1.0,1.0
46326,6.0,6.0,3.0,2.0,1.2
07271,3.0,3.0,3.0,1.5,1.5
14190,5.0,5.0,5.0,2.5,1.6666666666666667
24868,4.0,4.0,4.0,4.0,4.0
69626,1.0,1.0,1.0,1.0,1.0
35312,6.0,6.0,6.0,6.0,6.0
75201,2.0,2.0,2.0,1.0,1.0
83473,1.0,1.0,1.0,1.0,1.0
80041,7.0,3.5,2.3333333333333335,2.3333333333333335,2.3333333333333335
03039,15.0,15.0,15.0,5.0,3.75
17093,2.0,2.0,1.0,1.0,1.0
18878,12.0,12.0,4.0,3.0,3.0
12390,1.0,1.0,1.0,1.0,1.0
90537,10.0,10.0,10.0,2.5,2.0
73539,3.0,3.0,3.0,3.0,1.5
44941,12.0,12.0,12.0,6.0,6.0
88905,5.0,5.0,5.0,2.5,1.6666666666666667
27337,1.0,1.0,1.0,1.0,1.0
15037,4.0,4.0,4.0,4.0,4.0
74848,3.0,3.0,1.5,1.5,1.0
04942,17.0,17.0,5.666666666666667,3.4,3.4
68138,17.0,17.0,5.666666666666667,4.25,3.4
24191,1.0,1.0,1.0,1.0,1.0
20888,14.0,14.0,4.666666666666667,3.5,2.3333333333333335
19139,2.0,2.0,2.0,1.0,1.0
23980,1.0,1.0,1.0,1.0,1.0
76188,26.0,26.0,26.0,6.5,4.333333333333333
92834,17.0,8.5,4.25,4.25,1.8888888888888888
99300,3.0,3.0,3.0,3.0,3.0
14176,9.0,3.0,1.8,1.8,1.5
89000,8.0,8.0,8.0,4.0,2.6666666666666665
92030,1.0,1.0,1.0,1.0,1.0
51061,32.0,10.666666666666666,6.4,2.6666666666666665,2.4615384615384617
46390,5.0,5.0,1.6666666666666667,1.6666666666666667,1.25
04876,6.0,6.0,2.0,2.0,2.0
76510,2.0,2.0,2.0,1.0,1.0
00929,8.0,4.0,2.0,1.6,1.1428571428571428
69888,8.0,8.0,8.0,4.0,2.6666666666666665
01427,1.0,1.0,1.0,1.0,1.0
74860,6.0,6.0,3.0,3.0,1.5
05985,2.0,2.0,2.0,2.0,2.0
35736,44.0,22.0,8.8,5.5,3.3846153846153846
77739,32.0,32.0,32.0,16.0,10.666666666666666
99979,3.0,3.0,3.0,3.0,3.0
85767,3.0,3.0,1.5,1.5,1.0
66765,8.0,8.0,4.0,2.6666666666666665,1.3333333333333333
05970,2.0,2.0,2.0,2.0,1.0
41248,2.0,2.0,2.0,2.0,2.0
24544,10.0,5.0,3.3333333333333335,2.5,2.5
16481,1.0,1.0,1.0,1.0,1.0
13762,1.0,1.0,1.0,1.0,1.0
19245,50.0,50.0,50.0,10.0,4.545454545454546
67025,2.0,2.0,1.0,1.0,1.0
62399,2.0,2.0,1.0,1.0,1.0
89023,39.0,39.0,39.0,7.8,2.6
53297,3.0,3.0,1.5,1.0,1.0
56052,5.0,2.5,1.6666666666666667,1.25,1.0
74757,9.0,4.5,4.5,4.5,3.0
73352,2.0,2.0,2.0,2.0,2.0
14733,1.0,1.0,1.0,1.0,1.0
76175,19.0,9.5,4.75,2.375,1.7272727272727273
01548,1.0,1.0,1.0,1.0,1.0
17843,2.0,2.0,2.0,2.0,2.0
63044,27.0,27.0,27.0,5.4,2.4545454545454546
97906,1.0,1.0,1.0,1.0,1.0
14220,1.0,1.0,1.0,1.0,1.0
32553,34.0,34.0,34.0,8.5,3.7777777777777777
91599,18.0,18.0,18.0,6.0,4.5
05769,2.0,2.0,2.0,1.0,1.0
10741,10.0,10.0,3.3333333333333335,2.5,2.0
45709,4.0,4.0,4.0,1.3333333333333333,1.3333333333333333
98272,3.0,3.0,1.5,1.0,1.0
55003,5.0,2.5,1.6666666666666667,1.25,1.25
28586,4.0,4.0,4.0,2.0,1.3333333333333333
06284,18.0,18.0,18.0,4.5,1.8
15212,3.0,3.0,1.5,1.5,1.0
46399,4.0,4.0,4.0,4.0,2.0
52860,8.0,8.0,8.0,4.0,1.6
79562,16.0,16.0,16.0,8.0,8.0
18247,15.0,15.0,3.75,2.5,1.875
21213,15.0,15.0,15.0,5.0,3.75
05672,2.0,2.0,2.0,2.0,1.3333333333333333
70951,1.0,1.0,1.0,1.0,1.0
24630,16.0,16.0,16.0,3.2,2.2857142857142856
03752,2.0,2.0,2.0,2.0,1.0
54037,9.0,4.5,2.25,1.2857142857142858,1.0
50602,36.0,36.0,36.0,12.0,9.0
20705,4.0,4.0,4.0,2.0,2.0
02726,1.0,1.0,1.0,1.0,1.0
20421,4.0,4.0,4.0,1.0,1.0
86405,1.0,1.0,1.0,1.0,1.0
49014,13.0,13.0,13.0,13.0,6.5
71925,1.0,1.0,1.0,1.0,1.0
98389,7.0,3.5,3.5,1.75,1.4
89166,27.0,27.0,6.75,3.0,2.076923076923077
87031,4.0,4.0,4.0,2.0,2.0
55115,1.0,1.0,1.0,1.0,1.0
80703,22.0,11.0,4.4,2.0,1.6923076923076923
97499,2.0,2.0,1.0,1.0,1.0
98087,3.0,3.0,3.0,1.5,1.0
32304,1.0,1.0,1.0,1.0,1.0
36954,33.0,33.0,33.0,8.25,3.0
35114,9.0,4.5,2.25,1.8,1.0
52020,31.0,15.5,6.2,3.4444444444444446,3.4444444444444446
56635,13.0,13.0,13.0,6.5,3.25
28797,27.0,13.5,6.75,6.75,5.4
07612,2.0,2.0,2.0,2.0,2.0
92180,60.0,60.0,60.0,20.0,12.0
23543,4.0,4.0,2.0,2.0,2.0
43510,4.0,4.0,1.3333333333333333,1.3333333333333333,1.0
13123,1.0,1.0,1.0,1.0,1.0
12368,14.0,7.0,2.8,1.75,1.1666666666666667
33695,3.0,3.0,3.0,3.0,3.0
12334,16.0,5.333333333333333,4.0,2.6666666666666665,2.2857142857142856
09864,11.0,11.0,11.0,2.75,1.5714285714285714
12335,6.0,3.0,2.0,1.5,1.2
54074,11.0,5.5,2.75,1.8333333333333333,1.375
16474,74.0,74.0,14.8,5.6923076923076925,4.111111111111111
62908,15.0,7.5,7.5,2.5,2.5
19968,1.0,1.0,1.0,1.0,1.0
98205,2.0,2.0,2.0,1.0,1.0
62937,4.0,4.0,4.0,1.3333333333333333,1.0
69798,138.0,138.0,138.0,23.0,10.615384615384615
97852,16.0,16.0,16.0,3.2,2.6666666666666665
23699,4.0,2.0,2.0,2.0,1.3333333333333333
77504,1.0,1.0,1.0,1.0,1.0
06406,2.0,2.0,1.0,1.0,1.0
13853,4.0,2.0,1.3333333333333333,1.0,1.0
72321,23.0,23.0,5.75,5.75,3.8333333333333335
61493,6.0,6.0,3.0,2.0,1.5
58274,35.0,35.0,35.0,11.666666666666666,11.666666666666666
17924,2.0,2.0,1.0,1.0,1.0
47360,21.0,21.0,5.25,5.25,2.625
18831,1.0,1.0,1.0,1.0,1.0
07247,8.0,4.0,4.0,4.0,4.0
37368,23.0,11.5,5.75,2.5555555555555554,1.9166666666666667
95359,1.0,1.0,1.0,1.0,1.0
67223,1.0,1.0,1.0,1.0,1.0
39280,2.0,2.0,2.0,2.0,2.0
04843,1.0,1.0,1.0,1.0,1.0
45599,3.0,3.0,3.0,3.0,1.5
96909,29.0,14.5,5.8,2.9,2.9
34943,1.0,1.0,1.0,1.0,1.0
59705,1.0,1.0,1.0,1.0,1.0
93108,5.0,2.5,1.25,1.25,1.0
58667,16.0,16.0,16.0,16.0,5.333333333333333
31040,9.0,9.0,9.0,4.5,3.0
75979,51.0,25.5,8.5,2.8333333333333335,1.7586206896551724
76803,46.0,46.0,46.0,7.666666666666667,2.5555555555555554
51960,29.0,29.0,29.0,9.666666666666666,7.25
44359,3.0,3.0,3.0,1.5,1.5
54958,4.0,4.0,4.0,4.0,4.0
96631,12.0,4.0,4.0,4.0,2.4
31049,6.0,6.0,6.0,3.0,3.0
76048,3.0,3.0,1.5,1.5,1.0
65915,9.0,4.5,3.0,2.25,1.5
40253,41.0,20.5,6.833333333333333,2.9285714285714284,1.1388888888888888
90558,6.0,6.0,2.0,2.0,2.0
56580,2.0,2.0,2.0,2.0,1.0
56917,1.0,1.0,1.0,1.0,1.0
95025,10.0,10.0,10.0,2.5,1.6666666666666667
83710,32.0,32.0,32.0,10.666666666666666,5.333333333333333
60271,1.0,1.0,1.0,1.0,1.0
78699,5.0,5.0,2.5,1.6666666666666667,1.6666666666666667
75537,3.0,1.5,1.5,1.5,1.5
00198,19.0,19.0,9.5,4.75,2.375
03110,3.0,3.0,1.0,1.0,1.0
92702,27.0,27.0,27.0,9.0,6.75
36542,4.0,4.0,4.0,4.0,2.0
70282,4.0,4.0,2.0,1.0,1.0
18257,1.0,1.0,1.0,1.0,1.0
17076,3.0,3.0,3.0,1.5,1.0
50676,3.0,3.0,1.5,1.5,1.0
18871,3.0,3.0,1.5,1.5,1.5
16459,1.0,1.0,1.0,1.0,1.0
90584,3.0,3.0,3.0,3.0,1.5
47302,1.0,1.0,1.0,1.0,1.0
06560,12.0,12.0,12.0,4.0,1.7142857142857142
66174,1.0,1.0,1.0,1.0,1.0
36505,4.0,4.0,4.0,4.0,4.0
19237,1.0,1.0,1.0,1.0,1.0
75031,4.0,4.0,4.0,4.0,2.0
41018,1.0,1.0,1.0,1.0,1.0
89018,3.0,3.0,3.0,3.0,3.0
11709,2.0,2.0,2.0,1.0,1.0
93816,9.0,9.0,9.0,9.0,9.0
18815,5.0,5.0,2.5,1.6666666666666667,1.25
55876,1.0,1.0,1.0,1.0,1.0
23844,1.0,1.0,1.0,1.0,1.0
15400,5.0,5.0,5.0,5.0,1.6666666666666667
06346,12.0,12.0,6.0,3.0,2.4
73747,34.0,34.0,34.0,6.8,5.666666666666667
62363,1.0,1.0,1.0,1.0,1.0
47938,8.0,8.0,8.0,2.6666666666666665,1.6
45008,6.0,6.0,6.0,6.0,2.0
65888,2.0,2.0,2.0,1.0,1.0
23475,7.0,7.0,7.0,3.5,3.5
11631,42.0,42.0,14.0,3.0,1.6153846153846154
08289,4.0,4.0,4.0,4.0,4.0
33353,3.0,3.0,3.0,1.5,1.5
77221,5.0,5.0,5.0,5.0,5.0
42415,1.0,1.0,1.0,1.0,1.0
49949,11.0,11.0,11.0,2.75,1.5714285714285714
10729,8.0,8.0,8.0,2.6666666666666665,2.0
50135,1.0,1.0,1.0,1.0,1.0
37668,27.0,27.0,6.75,4.5,2.25
42373,36.0,36.0,12.0,3.6,2.25
35332,1.0,1.0,1.0,1.0,1.0
54604,1.0,1.0,1.0,1.0,1.0
61230,16.0,16.0,5.333333333333333,2.2857142857142856,2.2857142857142856
04346,2.0,2.0,1.0,1.0,1.0
12819,16.0,8.0,3.2,2.0,1.3333333333333333
66274,2.0,2.0,2.0,2.0,2.0
59215,2.0,2.0,2.0,2.0,2.0
19562,2.0,2.0,2.0,2.0,2.0
23686,9.0,4.5,1.8,1.5,1.125
78148,10.0,10.0,10.0,5.0,3.3333333333333335
38033,2.0,2.0,1.0,1.0,1.0
57238,3.0,3.0,1.5,1.0,1.0
74210,24.0,24.0,12.0,12.0,12.0
00800,6.0,6.0,6.0,3.0,1.5
43495,1.0,1.0,1.0,1.0,1.0
13200,1.0,1.0,1.0,1.0,1.0
16162,20.0,20.0,20.0,20.0,20.0
47034,10.0,10.0,5.0,2.5,2.0
72027,3.0,3.0,3.0,3.0,3.0
57428,27.0,13.5,6.75,4.5,3.375
51185,34.0,34.0,8.5,6.8,6.8
47120,1.0,1.0,1.0,1.0,1.0
22228,14.0,14.0,14.0,2.8,1.75
45033,63.0,15.75,5.25,2.1,1.7027027027027026
34720,5.0,5.0,5.0,5.0,1.6666666666666667
49692,29.0,29.0,29.0,7.25,4.142857142857143
87367,1.0,1.0,1.0,1.0,1.0
00913,10.0,10.0,10.0,10.0,3.3333333333333335
37846,3.0,3.0,3.0,1.5,1.5
55791,1.0,1.0,1.0,1.0,1.0
25461,10.0,10.0,10.0,2.5,1.25
51673,1.0,1.0,1.0,1.0,1.0
44401,5.0,5.0,5.0,5.0,2.5
50262,51.0,17.0,7.285714285714286,2.217391304347826,1.457142857142857
49406,17.0,17.0,17.0,17.0,17.0
13125,7.0,7.0,7.0,2.3333333333333335,1.4
64707,6.0,6.0,6.0,2.0,1.2
22490,3.0,3.0,3.0,3.0,3.0
24918,4.0,4.0,2.0,1.3333333333333333,1.3333333333333333
76419,2.0,2.0,2.0,2.0,2.0
38042,37.0,12.333333333333334,6.166666666666667,2.8461538461538463,1.7619047619047619
71551,20.0,20.0,5.0,3.3333333333333335,1.8181818181818181
26152,7.0,7.0,7.0,3.5,1.75
07617,9.0,9.0,9.0,4.5,4.5
46703,90.0,45.0,45.0,18.0,6.428571428571429
96451,1.0,1.0,1.0,1.0,1.0
82864,3.0,3.0,3.0,1.5,1.5
94956,10.0,10.0,10.0,10.0,10.0
65689,1.0,1.0,1.0,1.0,1.0
95687,5.0,2.5,2.5,1.6666666666666667,1.25
89079,153.0,51.0,15.3,6.12,2.467741935483871
02753,4.0,4.0,4.0,4.0,4.0
33393,9.0,4.5,4.5,4.5,2.25
76111,6.0,6.0,6.0,3.0,3.0
00350,2.0,2.0,2.0,1.0,1.0
15724,2.0,2.0,2.0,2.0,2.0
01765,1.0,1.0,1.0,1.0,1.0
00860,3.0,3.0,3.0,3.0,1.5
49383,5.0,5.0,1.6666666666666667,1.6666666666666667,1.25
14607,1.0,1.0,1.0,1.0,1.0
26862,2.0,2.0,2.0,2.0,2.0
96748,1.0,1.0,1.0,1.0,1.0
61087,6.0,6.0,6.0,6.0,3.0
53592,1.0,1.0,1.0,1.0,1.0
20107,23.0,23.0,23.0,11.5,4.6
77271,10.0,5.0,2.0,1.25,1.1111111111111112
10996,6.0,3.0,3.0,3.0,2.0
80934,8.0,8.0,8.0,2.6666666666666665,1.6
21420,4.0,4.0,4.0,4.0,2.0
57246,1.0,1.0,1.0,1.0,1.0
17795,1.0,1.0,1.0,1.0,1.0
72305,1.0,1.0,1.0,1.0,1.0
70101,6.0,6.0,6.0,6.0,6.0
64598,1.0,1.0,1.0,1.0,1.0
43477,5.0,5.0,2.5,1.6666666666666667,1.25
05367,30.0,30.0,7.5,2.142857142857143,2.0
60211,1.0,1.0,1.0,1.0,1.0
88714,6.0,6.0,6.0,2.0,1.5
72448,8.0,8.0,4.0,1.6,1.6
96959,50.0,50.0,50.0,10.0,5.0
95579,3.0,3.0,3.0,3.0,3.0
93314,28.0,28.0,28.0,28.0,9.333333333333334
52610,2.0,2.0,2.0,2.0,2.0
39598,75.0,75.0,75.0,15.0,7.5
55210,6.0,6.0,6.0,6.0,6.0
04774,5.0,5.0,1.6666666666666667,1.6666666666666667,1.6666666666666667
74711,35.0,35.0,11.666666666666666,3.1818181818181817,1.5217391304347827
54506,11.0,11.0,5.5,3.6666666666666665,2.75
16429,11.0,11.0,3.6666666666666665,2.75,2.2
08766,1.0,1.0,1.0,1.0,1.0
18621,1.0,1.0,1.0,1.0,1.0
98426,3.0,1.5,1.5,1.5,1.5
99862,4.0,2.0,2.0,2.0,2.0
21378,1.0,1.0,1.0,1.0,1.0
63023,3.0,3.0,3.0,3.0,3.0
25481,5.0,5.0,5.0,5.0,5.0
61455,67.0,67.0,67.0,16.75,7.444444444444445
81061,43.0,43.0,10.75,7.166666666666667,7.166666666666667
72232,44.0,44.0,22.0,5.5,3.3846153846153846
70987,3.0,1.5,1.0,1.0,1.0
43943,23.0,23.0,23.0,11.5,7.666666666666667
